管理組織名稱,地址門牌,使照號碼,核准日期,核准文號,證書編號
懷榮至善公寓管理負責人 崔玉山,楊梅區金溪里中山北路二段89號等,(97)桃縣工建使字第楊00003號,097/02/15,'0970048128,'
摩墅D棟社區管理委員會,楊梅區金溪里金溪路159巷22弄1號等,(95)桃縣工建使字第楊02394號,098/07/03,'0980254903,'980107
天籟社區管理委員會,楊梅區金溪路159巷61弄1號,(99)桃縣工建使字第楊00496號共3筆使照,101/02/29,'1010051200,'101027
摩墅B棟社區管理委員會,楊梅區金溪路175巷15號,(95)桃縣工建使字第楊02267號,098/06/12,'0980225455,'980082
登峰大廈管理委員會,楊梅區金溪路211號,(96)桃縣工建使字第楊01549號,101/08/04,'1010208776,'101155
昱晟大苑2管理負責人,楊梅區金溪路380巷76號等4戶,(103)桃縣工建使字第楊01299號,104/06/10,'1040016923,'104009
五守新村公寓大廈管理委員會,楊梅區金龍里18鄰文化街189巷19號等307戶,(92)桃縣工建使字第楊00208號,095/09/08,'0950267228,'950197
五守新村A區社區管理委員會,楊梅區金龍里24鄰文化街189巷56號1樓,(92)桃縣工建使字第楊00207號,099/07/19,'0990276904,'990179
麗盛真鑽社區管理委員會,楊梅區青山一街21號,(96)桃縣工建使字第楊00651號,101/10/22,'1010267808,'101214
馥郁山莊社區管理委員會,楊梅區青山一街65巷17號等132戶,(95)桃縣工建使字第楊00209號共3筆使照,102/06/05,'1020138479,'102119
日光小鎮社區管理委員會,楊梅區青山一街65巷2弄60號,(98)桃縣工建使字第楊00329號,099/02/23,'0990052595,'990023
青山秀墅社區管理委員會,楊梅區青山一街65巷6弄22-1號,(97)桃縣工建使字第楊01761號共2筆使照,098/12/03,'0980471514,'980241
日光小鎮店面透天別墅管理負責人,楊梅區青山一街95號,(98)桃縣工建使字第楊00495號,102/05/16,'1020120780,'102104
台北比佛利比佛利區守望相助,楊梅區青山二街327巷1號,(83)桃縣建使字第01294號,086/08/07,'8600152304,'860213
台北比佛利紐約區公寓大廈,楊梅區青山二街348-374號,(83)桃縣建使字第00537號,085/10/08,'8500262991,'860102
台北比佛利曼哈頓公寓大廈管理委員會,楊梅區青山二街382號,(84)桃縣建使字第00108號,094/01/18,'0940016792,'940005
龍家天下社區,楊梅區青山三街45號B2,(84)桃縣工建使字第00043號,086/03/03,'8600038754,'860054
台北比佛利波士頓區管理委員會,楊梅區青山三街64號地下室,(83)桃縣建使字第00393號,085/11/07,'8500259054,'920131
龍家天下別墅區,楊梅區青山三街65巷2弄8號,(84)桃縣工建使其字0042號,085/12/14,'8500281525,'
台北比佛利國家公園區公寓大廈,楊梅區青山三街77號B1,(84)桃縣建使字第00388號,085/11/18,'8500262990,'870214
台北比佛利加州區公寓大廈,楊梅區青山三街88號1樓,(84)桃縣建使字第00107號,085/10/08,'8500256985,'860185
台北比佛利夏威夷社區公寓大廈,楊梅區青山六街1巷2號B1,(84)桃縣建使字第00379號,085/12/14,'8500281540,'860136
維多利亞社區管理委員會,楊梅區青山六街51巷4號,(84)桃縣工建使字第01221號共3筆使照,097/08/22,'0970274271,'970153
台北誠家社區管理委員會,楊梅區青山里12鄰青山二街379巷12號等175戶,(95)桃縣工建使字第楊01000號,099/07/06,'0990258198,'990163
台北比佛利西雅圖區公寓大廈,楊梅區青年路3巷24號,(83)桃縣建使字第00777號,085/10/08,'8500260345,'860005
青鼎帝悅社區管理委員會,楊梅區青鼎一街6號等,(99)桃縣工建使字第楊00586號,103/03/04,'1030013924,'103055
徐氏集合住宅管理負責人,楊梅區信義街38-3號等3戶,(104)桃市都建使字第楊01441號,104/12/01,'1040037574,'104020
甜蜜家園管理負責人,楊梅區員本里12鄰員德路56號,(98)桃縣工建使字第楊00834號,102/08/19,'1020203878,'102196
富至尊邸管理負責人,楊梅區員本里12鄰新富七街100號,(100)桃縣工建使字第楊00691號,102/09/24,'1020235737,'102217
普岳公寓大廈管理負責人,楊梅區員本里15鄰民安路68號等,(97)桃縣工建使字第楊01854號,098/02/16,'0980054532,'
龍築金典管理負責人,楊梅區員本里新富七街31號,(96)桃縣工建使字第楊01211號,097/08/22,'0970274854,'
富御社區管理委員會,楊梅區員本路25號等,(100)桃縣工建使字第楊00303號,101/10/15,'1010260282,'101207
湖庭逸墅社區管理委員會,楊梅區員本路49號之2等,(99)桃縣工建使字第楊01038號,101/02/13,'1010037027,'101020
傳家堡社區管理委員會,楊梅區員德路81號等,(94)桃縣工建使字第楊00495號,094/05/06,'0940116807,'940071
翰林皇居管理委員會,楊梅區埔心里日新街6-3號,(103)桃縣工建使字第楊01248號,105/12/30,'1050041301,'105017
桃源山水社區,楊梅區甡甡路902巷111號B1,(87)桃縣工建使字第楊01138號,088/05/21,'8800106213,'880089
臻美墅123巷,楊梅區益新一街123巷2號,(95)桃縣工建使字第楊01360號,097/12/17,'0970428547,'097213
臻美墅125巷社區,楊梅區益新一街125巷19號,(95)桃縣工建使字第楊01360號,097/12/17,'0970428550,'097214
臻美墅127巷,楊梅區益新一街127巷15號等,(95)桃縣工建使字第楊01360號,097/12/17,'0970428553,'097215
新合院社區管理委員會,楊梅區益新一街128巷42號,(101)桃縣工建使字第楊01121號,102/06/25,'1020156327,'102139
真善美七區管理委員會,楊梅區益新一街130巷1號等,(94)桃縣工建使字第楊01228號,095/06/12,'0950165510,'950110
真善美五區,楊梅區益新一街132巷1號,(93)桃縣工建使字第楊01526號,094/03/23,'0940075108,'940041
真善美二區,楊梅區益新一街133巷12號等,(93)桃縣工建使字第楊01524號,094/03/21,'0940072622,'940039
真善美一區,楊梅區益新一街139號等,(93)桃縣工建使字第楊01527號,094/03/21,'0940072621,'940038
真善美六區管理委員會,楊梅區益新二街34號,(94)桃縣工建使字第楊00833號,094/12/06,'0940338031,'940230
嘉新市懷石庭區,楊梅區益新三街11巷1號(嘉新市懷石庭區管理中心),(86)桃縣工建使字第00127號,086/10/09,'8600199505,'860269
嘉新市松柏樓區,楊梅區益新三街1號1樓,(87)桃縣建使字第其00026號,088/02/11,'8800031915,'880032
真善美三區,楊梅區益新三街72號,(93)桃縣工建使字第楊01525號,094/03/28,'0940078846,'940043
嘉新市綠泉庭區,楊梅區益新三街9巷32號,使照號碼:87181,088/11/15,'8800270286,'880214
高獅薪墅社區管理委員會,楊梅區高上里7鄰高獅路365巷122弄22號等,(105)桃市都施使字第楊00441號,105/07/18,'1050020968,'105006
松境管理委員會,楊梅區高山里13鄰梅高路二段369巷1號等,(95)桃縣工建使字第楊02935號,097/05/29,'0970169887,'970086
童話森林2區管理負責人,楊梅區高山里15鄰三陽路368巷1號,(96)桃縣工建使字第楊00686號,103/02/11,'1030009564,'103038
童話森林3區管理負責人,楊梅區高山里15鄰三陽路368巷2號,(96)桃縣工建使字第楊00689號,103/02/11,'1030009565,'103039
童話森林4區管理負責人,楊梅區高山里15鄰三陽路368巷43號,(96)桃縣工建使字第楊00670號,103/02/11,'1030009566,'103040
童話森林5區管理負責人,楊梅區高山里15鄰三陽路368巷56號,(96)桃縣工建使字第楊00685號,103/02/11,'1030009567,'103041
童話森林7區管理負責人,楊梅區高山里15鄰三陽路368巷79號,(96)桃縣工建使字第楊00687號,103/02/12,'1030009569,'103043
童話森林6區管理負責人,楊梅區高山里15鄰三陽路368巷88號,(96)桃縣工建使字第楊00688號,103/02/11,'1030009568,'103042
童話森林1區管理負責人,楊梅區高山里15鄰三陽路370巷1號,(96)桃縣工建使字第楊01256號,103/02/11,'1030008239,'103037
童話森林8區管理負責人,楊梅區高山里15鄰三陽路370巷88號,(96)桃縣工建使字第楊01185號,103/02/12,'1030009570,'103044
幼獅168社區管理委員會,楊梅區高山里4鄰幼獅路3段85巷4號4樓,(82)桃縣工建使字第01627號共2筆使照,105/07/04,'1050019339,'105005
泰山印花管理負責人,楊梅區高山里三陽路367巷10號等,(100)桃縣工建使字第楊00457號,101/09/18,'1010233292,'101182
高青社區,楊梅區高青路10巷12號,(86)桃縣建使字第00074號,089/11/15,'8900233065,'890186
乙航工業社區管理負責人,楊梅區高獅路740巷6之3號,(97)桃縣工建使字第楊01644號,098/06/09,'0980219048,'980085
金峰御品二期管理委員會,楊梅區高榮里5鄰民族路5段551巷85弄1號等,(95)桃縣工建使字第楊02914號,097/04/01,'0970102201,'970045
金峰御品管理委員會,楊梅區高榮里5鄰民族路五段551巷85弄號,(94)桃縣工建使字第楊01759號,096/05/10,'0960153459,'960099
好運道社區管理委員會,楊梅區高榮路534巷13號3樓,(84)桃縣工建使字第01167號,086/09/23,'8600186631,'860257
鵬程萬里社區管理委員會,楊梅區高鵬路1號,(92)桃縣工建使字第楊01830號共8筆使照,093/06/07,'0930140775,'930085
?喜園公寓管理負責人,楊梅區梅山西街132號5樓,(102)桃縣工建使字第楊01070號,103/07/25,'1030052557,'103174
安將大樓管理委員會,楊梅區梅山東街150號,(81)桃縣工建使字第00004號,106/11/20,'1060039424,'106019
自由天地社區管理委員會,楊梅區梅高路二段431巷192號等157戶,(82)桃縣工建使字第楊01793號,104/05/18,'1040014164,'104008
諾貝爾七期別墅,楊梅區梅高路二段431巷93弄52號,(87)桃縣工建使字第楊01306號,088/01/18,'8800012418,'880012
?嶺社區管理委員會,楊梅區梅高路二段49巷16弄52號,(83)桃縣工建使字第00876號,105/10/24,'1050032456,'105013
凱旋大地社區管理委員會,楊梅區梅高路二段61巷22弄10號,(93)桃縣工建使字第楊00533號共2筆使照,//,'0940197363,'940113
梅岡國宅社區管理委員會,楊梅區梅高路梅岡巷15弄20號1樓,71使其144,096/01/15,'0960018823,'960019
梅中國宅社區管理委員會,楊梅區梅高路梅岡巷1弄1號等,(82)桃縣工建使字第00155號,095/11/16,'0950344589,'950252
汪珍輝管理負責人,楊梅區梅溪里1鄰新農街二段209巷79號,(102)桃縣工建使字第楊01257號,103/01/27,'1030007118,'103031
世紀花園廣場社區,楊梅區梅溪里25鄰梅獅路二段156號等,(94)桃縣工建使字第楊00346號,095/06/14,'0950238203,'950164
陽明國宅社區,楊梅區梅溪里51鄰新農街354號,(86)桃縣建使字第00249號,087/04/28,'8700080555,'870085
美居上景社區管理委員會,楊梅區梅溪里5鄰三民北路96號,(106)桃市都施使字第楊00764號,106/10/26,'1060036007,'106017
陽光水悅,楊梅區梅溪里6鄰梅獅路二段232巷1號,(94)桃縣工建使字第楊01351號,095/12/01,'0950359670,'950266
舞揚一綻社區管理委員會,楊梅區梅溪里6鄰新農街二段110巷10號9樓,(102)桃縣工建使字第楊00598號,103/05/07,'1030031036,'103096
瑞溪別墅管理負責人,楊梅區梅溪里8鄰瑞溪路一段256巷12號等8戶,(96)桃縣工建使字第01854號,100/07/08,'1000269365,'100140
紐約時尚會館公寓大廈管理委員會,楊梅區梅獅路二段166巷1號,(96)桃縣工建使字第楊00334號,097/08/07,'0970256912,'970133
甜蜜薪家社區,楊梅區梅獅路二段232巷31號5樓,(90)桃縣工建使字第楊00171號,091/10/11,'0910224674,'910118
名座花園社區管理委員會,楊梅區梅獅路二段249巷1-23號,(82)桃縣建使字第其467號,086/12/30,'0930057837,'860351
涵美馥邑區社區管理委員會,楊梅區梅獅路二段40號1樓,(105)桃市都施使字第楊01295號,106/07/25,'1060024189,'106009
蘋果村橫濱區社區管理委員會,楊梅區梅獅路二段445巷108弄3衖2號,(96)桃縣工建使字第楊01172號,097/05/21,'0970161259,'970082
蘋果村新宿區社區,楊梅區梅獅路二段445巷108弄6衖56號等,(97)桃縣工建使字第楊01209號,097/12/24,'0970438474,'097220
蘋果村長崎區社區,楊梅區梅獅路二段445巷160號,(96)桃縣工建使字第楊01599號,097/12/08,'0970414986,'097208
蘋果村大阪區社區,楊梅區梅獅路二段455巷56號,(97)桃縣工建使字第楊01115號,097/12/03,'0970408622,'097206
世紀新都大廈,楊梅區梅獅路二段72號,(86)桃縣建使字第00333號,088/04/16,'8800077072,'880074
藝墅家社區,楊梅區梅獅路二段789巷30弄45號,(86)桃縣建使字第00361號共3筆使照,091/01/25,'0910019988,'910009
狀元堡社區管理委員會,楊梅區富民街340巷141號,(95)桃縣工建使字第楊00264號,095/09/19,'0950279285,'950204
名人巷管理負責人,楊梅區富民路三段924巷80號,(98)桃縣工建使字第楊00266號,100/06/10,'1000224807,'100126
新別墅家社區管理委員會,楊梅區富岡里13鄰新明街642巷83弄39號,(98)桃縣工建使字第楊00185號共2筆使照,103/05/05,'1030029881,'103093
優勝美地社區,楊梅區富岡里15鄰伯公岡202-24號,(95)桃縣工建使字第楊00650號,096/11/15,'0960386312,'960235
豐合美墅社區管理負責人,楊梅區富岡里15鄰伯公岡250-12號 等,(96)桃縣工建使字第楊00109號,101/05/16,'1010121386,'101081
馥翊社區,楊梅區富岡里伯公岡207-15號,(92)桃縣工建使字第楊01623號,093/11/22,'0930304799,'930157
富岡國宅社區管理委員會,楊梅區富岡里新明街101巷3號,(72)桃縣工建使字第00716號,095/11/16,'0950344688,'950253
文房學府社區管理委員會,楊梅區富祥街242巷43號2樓,(93)桃縣工建使字第楊02052號,094/05/03,'0940117835,'940072
美麗富岡社區,楊梅區新富七街51號,(96)桃縣工建使字第楊00143號,096/07/31,'0960253714,'960157
楓丹綠園社區管理委員會,楊梅區富豐三路二段357巷28號,(105)桃市都施使字第楊00442號,105/12/05,'1050037911,'105016
揚昇山莊管理委員會,楊梅區揚昇路301-301號之1等99戶,(91)桃縣工建使字第楊01772號共50筆使照,099/06/08,'0990218227,'990128
薪家坡社區管理委員會,楊梅區湖山街9號1樓,(85)桃縣工建使字第01078號,086/06/02,'8600104219,'860155
站前大樓,楊梅區新成路28號,(73)桃縣建使字第00112號,089/11/30,'8900243682,'890189
旺旺家族社區管理委員會,楊梅區新江路46巷5號,(103)桃縣工建使字第壢00445號,103/08/14,'1030057975,'103189
幸福筆記社區A區管理委員會,楊梅區新明街642巷82弄1號等10戶,(99)桃縣工建使字第楊00291號,104/03/10,'1040006440,'104005
幸福筆記社區B區管理委員會,楊梅區新明街642巷82弄21號等26戶,(99)桃縣工建使字第楊00289號,104/03/05,'1040006127,'104003
幸福筆記社區C區管理委員會,楊梅區新明街642巷82弄49號等14戶,(100)桃縣工建使字第楊00171號,104/03/16,'1040007077,'104006
幸福筆記社區I區管理委員會,楊梅區新明街642巷82弄56號,(99)桃縣工建使字第楊00290號,104/02/17,'104004610,'104001
新點意境,楊梅區新梅九街16巷12號,(88)桃縣工建使字第楊02319號,089/06/22,'8900121208,'890118
水美河岸社區管理委員會,楊梅區新梅九街51巷9號,(95)桃縣工建使字第楊01816號,100/05/12,'1000183978,'100098
好鄰居社區,楊梅區新梅二街41號,(89)桃縣工建使字第楊00752號,090/07/17,'9000138146,'900074
如意家園,楊梅區新梅三街5號5樓之3,(91)桃縣工建使字第楊01179號,092/01/23,'0920019365,'920018
新藝墅社區管理委員會,楊梅區新富11街197號,95使楊2479、2438、2437,095/12/25,'0950387817,'950280
龍築三期管理負責人,楊梅區新富二街78之18號等13戶,(97)桃縣工建使字第楊01117號,099/02/23,'0990066011,'990029
德尊天闊社區管理負責人,楊梅區新富八街32號,(101)桃縣工建使字第楊01160號,102/03/19,'1020067658,'102043
甜蜜家園管理負責人,楊梅區新富十街10號二樓之2,(106)桃市都施使字第楊00035號,106/12/21,'1060043298,'106024
富貴庭園管理負責人,楊梅區新富十街20巷18號,(102)桃縣工建使字第楊01198號,103/08/04,'1030055327,'103181
富甲十方公寓大廈,楊梅區新富三街152號,(97)桃縣工建使字第德00699號,098/04/02,'0980142355,'980050
